Target: DefaultSC

Observer: Cebreros
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
01 Mar 2026 00:35:47.194    01 Mar 2026 00:37:32.234      105.04068359    
01 Mar 2026 16:04:45.206    01 Mar 2026 16:12:59.450      494.24372303    
01 Mar 2026 17:45:02.973    01 Mar 2026 17:52:35.463      452.49046963    
01 Mar 2026 19:26:11.789    01 Mar 2026 19:32:40.614      388.82506957    
01 Mar 2026 21:06:10.886    01 Mar 2026 21:13:50.317      459.43065276    
01 Mar 2026 22:45:50.937    01 Mar 2026 22:53:52.993      482.05620709    
02 Mar 2026 14:19:56.688    02 Mar 2026 14:24:02.828      246.13981422    
02 Mar 2026 15:57:00.591    02 Mar 2026 16:05:20.492      499.90097489    
02 Mar 2026 17:37:36.339    02 Mar 2026 17:44:54.078      437.73943128    
02 Mar 2026 19:18:38.844    02 Mar 2026 19:25:11.252      392.40813169    
02 Mar 2026 20:58:28.407    02 Mar 2026 21:06:21.388      472.98128995    
02 Mar 2026 22:38:16.150    02 Mar 2026 22:46:00.022      463.87176319    
03 Mar 2026 14:11:20.048    03 Mar 2026 14:17:01.940      341.89238967    
03 Mar 2026 15:49:20.145    03 Mar 2026 15:57:39.946      499.80157202    
03 Mar 2026 17:30:10.350    03 Mar 2026 17:37:13.809      423.45860543    
03 Mar 2026 19:11:03.701    03 Mar 2026 19:17:43.584      399.88348311    
03 Mar 2026 20:50:45.836    03 Mar 2026 20:58:50.264      484.42864286    
03 Mar 2026 22:30:45.245    03 Mar 2026 22:38:00.632      435.38702941    
04 Mar 2026 14:03:02.373    04 Mar 2026 14:09:44.486      402.11320755    
04 Mar 2026 15:41:43.332    04 Mar 2026 15:49:58.317      494.98496165    
04 Mar 2026 17:22:44.361    04 Mar 2026 17:29:35.026      410.66481827    
04 Mar 2026 19:03:26.502    04 Mar 2026 19:10:17.110      410.60844442    
04 Mar 2026 20:43:03.555    04 Mar 2026 20:51:16.438      492.88295730    
04 Mar 2026 22:23:20.006    04 Mar 2026 22:29:53.078      393.07290881    
05 Mar 2026 13:54:55.688    05 Mar 2026 14:02:18.496      442.80844170    
05 Mar 2026 15:34:09.663    05 Mar 2026 15:42:16.041      486.37853956    
05 Mar 2026 17:15:17.727    05 Mar 2026 17:21:58.062      400.33517077    
05 Mar 2026 18:55:47.510    05 Mar 2026 19:02:51.225      423.71484681    
05 Mar 2026 20:35:21.965    05 Mar 2026 20:43:39.422      497.45703447    
