Target: DefaultSC

Observer: Avilla
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
13 Feb 2026 17:43:37.694    13 Feb 2026 17:47:17.296      219.60154568    
13 Feb 2026 19:23:58.208    13 Feb 2026 19:27:25.821      207.61264471    
13 Feb 2026 21:04:41.805    13 Feb 2026 21:07:54.786      192.98107268    
13 Feb 2026 22:44:42.402    13 Feb 2026 22:48:36.830      234.42792435    
14 Feb 2026 17:35:30.842    14 Feb 2026 17:39:25.662      234.82034421    
14 Feb 2026 19:16:10.345    14 Feb 2026 19:19:26.741      196.39611997    
14 Feb 2026 20:56:42.934    14 Feb 2026 21:00:07.023      204.08918357    
14 Feb 2026 22:36:49.686    14 Feb 2026 22:40:31.787      222.10092517    
15 Feb 2026 17:27:30.347    15 Feb 2026 17:31:30.058      239.71164644    
15 Feb 2026 19:08:21.867    15 Feb 2026 19:11:29.259      187.39237713    
15 Feb 2026 20:48:43.022    15 Feb 2026 20:52:19.057      216.03491188    
15 Feb 2026 22:29:02.910    15 Feb 2026 22:32:18.346      195.43655561    
16 Feb 2026 17:19:34.581    16 Feb 2026 17:23:31.986      237.40552745    
16 Feb 2026 19:00:31.809    16 Feb 2026 19:03:33.973      182.16407555    
16 Feb 2026 20:40:42.816    16 Feb 2026 20:44:29.833      227.01758842    
16 Feb 2026 22:21:27.993    16 Feb 2026 22:23:50.534      142.54079262    
17 Feb 2026 15:32:32.092    17 Feb 2026 15:34:39.551      127.45985356    
17 Feb 2026 17:11:42.348    17 Feb 2026 17:15:32.470      230.12163264    
17 Feb 2026 18:52:39.485    17 Feb 2026 18:55:41.188      181.70276494    
17 Feb 2026 20:32:43.067    17 Feb 2026 20:36:38.328      235.26109506    
18 Feb 2026 15:23:59.465    18 Feb 2026 15:27:08.755      189.29048970    
18 Feb 2026 17:03:52.607    18 Feb 2026 17:07:32.338      219.73164550    
18 Feb 2026 18:44:44.652    18 Feb 2026 18:47:50.760      186.10789028    
18 Feb 2026 20:24:44.581    18 Feb 2026 20:28:43.513      238.93156713    
19 Feb 2026 15:15:43.676    19 Feb 2026 15:19:23.643      219.96690970    
19 Feb 2026 16:56:04.337    19 Feb 2026 16:59:32.350      208.01357890    
19 Feb 2026 18:36:47.531    19 Feb 2026 18:40:02.082      194.55100293    
19 Feb 2026 20:16:48.322    19 Feb 2026 20:20:44.241      235.91868334    


Number of events : 28


Observer: Barcelona
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
13 Feb 2026 17:44:51.010    13 Feb 2026 17:48:46.327      235.31702320    
13 Feb 2026 19:25:22.506    13 Feb 2026 19:28:52.703      210.19765162    
13 Feb 2026 21:05:46.197    13 Feb 2026 21:09:30.813      224.61539616    
13 Feb 2026 22:46:10.719    13 Feb 2026 22:49:21.683      190.96431794    
14 Feb 2026 17:36:50.624    14 Feb 2026 17:40:50.672      240.04842356    
14 Feb 2026 19:17:31.276    14 Feb 2026 19:20:56.732      205.45570924    
14 Feb 2026 20:57:47.214    14 Feb 2026 21:01:39.445      232.23035781    
14 Feb 2026 22:38:36.200    14 Feb 2026 22:40:53.264      137.06366953    
15 Feb 2026 17:28:54.318    15 Feb 2026 17:32:53.030      238.71265141    
15 Feb 2026 19:09:38.648    15 Feb 2026 19:13:02.523      203.87489183    
15 Feb 2026 20:49:48.524    15 Feb 2026 20:53:46.115      237.59074855    
16 Feb 2026 15:41:43.971    16 Feb 2026 15:44:07.653      143.68258480    
16 Feb 2026 17:21:00.941    16 Feb 2026 17:24:54.355      233.41380983    
16 Feb 2026 19:01:44.279    16 Feb 2026 19:05:10.050      205.77120931    
16 Feb 2026 20:41:50.907    16 Feb 2026 20:45:49.807      238.90035187    
17 Feb 2026 15:33:16.588    17 Feb 2026 15:36:31.991      195.40296189    
17 Feb 2026 17:13:09.480    17 Feb 2026 17:16:55.421      225.94019315    
17 Feb 2026 18:53:48.154    17 Feb 2026 18:57:18.951      210.79648506    
17 Feb 2026 20:33:55.326    17 Feb 2026 20:37:49.363      234.03784524    
18 Feb 2026 15:25:02.847    18 Feb 2026 15:28:45.124      222.27638344    
18 Feb 2026 17:05:18.978    18 Feb 2026 17:08:56.909      217.93131108    
18 Feb 2026 18:45:50.558    18 Feb 2026 18:49:28.583      218.02499896    
18 Feb 2026 20:26:03.149    18 Feb 2026 20:29:43.260      220.11070952    
19 Feb 2026 15:16:57.057    19 Feb 2026 15:20:52.667      235.60949861    
19 Feb 2026 16:57:28.520    19 Feb 2026 17:00:59.420      210.90044340    
19 Feb 2026 18:37:51.975    19 Feb 2026 18:41:38.118      226.14331988    
19 Feb 2026 20:18:16.779    19 Feb 2026 20:21:28.984      192.20559786    


Number of events : 27


Observer: Delft
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
13 Feb 2026 19:27:26.387    13 Feb 2026 19:28:20.067      53.680385510    
14 Feb 2026 19:19:15.561    14 Feb 2026 19:20:24.315      68.754208647    
15 Feb 2026 19:11:13.330    15 Feb 2026 19:12:20.053      66.722674202    
16 Feb 2026 19:03:20.794    16 Feb 2026 19:04:05.935      45.141010371    
19 Feb 2026 16:59:30.798    19 Feb 2026 17:00:28.041      57.242528605    


Number of events : 5


Observer: Gibraltar
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
