Target: DefaultSC

Observer: Delft
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
13 Feb 2026 19:27:25.482    13 Feb 2026 19:28:21.356      55.873693305    
14 Feb 2026 19:19:14.945    14 Feb 2026 19:20:25.335      70.389932650    
15 Feb 2026 19:11:12.736    15 Feb 2026 19:12:21.070      68.334401026    
16 Feb 2026 19:03:19.880    16 Feb 2026 19:04:07.289      47.409339133    
19 Feb 2026 16:59:29.959    19 Feb 2026 17:00:29.266      59.306770703    


Number of events : 5


Observer: Granada
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
13 Feb 2026 17:43:19.539    13 Feb 2026 17:47:17.938      238.39862205    
13 Feb 2026 22:45:27.042    13 Feb 2026 22:49:19.763      232.72124073    
14 Feb 2026 17:35:28.124    14 Feb 2026 17:39:16.633      228.50900434    
14 Feb 2026 20:58:21.831    14 Feb 2026 20:59:32.399      70.567919954    
14 Feb 2026 22:37:27.788    14 Feb 2026 22:41:24.971      237.18242686    
15 Feb 2026 15:48:28.237    15 Feb 2026 15:50:19.480      111.24238218    
15 Feb 2026 17:27:42.505    15 Feb 2026 17:31:12.142      209.63632646    
15 Feb 2026 20:50:02.293    15 Feb 2026 20:52:09.452      127.15970903    
15 Feb 2026 22:29:33.301    15 Feb 2026 22:33:22.690      229.38939430    
16 Feb 2026 15:39:47.623    16 Feb 2026 15:42:56.571      188.94741861    
16 Feb 2026 17:20:02.196    16 Feb 2026 17:23:04.811      182.61529393    
16 Feb 2026 20:41:50.088    16 Feb 2026 20:44:37.269      167.18090835    
16 Feb 2026 22:21:45.909    16 Feb 2026 22:25:10.576      204.66740319    
17 Feb 2026 15:31:29.924    17 Feb 2026 15:35:13.445      223.52083706    
17 Feb 2026 17:12:27.190    17 Feb 2026 17:14:54.456      147.26598136    
17 Feb 2026 20:33:41.414    17 Feb 2026 20:36:59.375      197.96115562    
17 Feb 2026 22:14:11.803    17 Feb 2026 22:16:42.460      150.65664235    
18 Feb 2026 15:23:23.765    18 Feb 2026 15:27:21.512      237.74758925    
18 Feb 2026 17:04:58.794    18 Feb 2026 17:06:39.520      100.72564714    
18 Feb 2026 20:25:35.626    18 Feb 2026 20:29:16.201      220.57493515    
19 Feb 2026 15:15:25.846    19 Feb 2026 15:19:24.075      238.22857073    
19 Feb 2026 20:17:32.848    19 Feb 2026 20:21:27.459      234.61095148    


Number of events : 22


Observer: Nemea
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
13 Feb 2026 16:08:19.104    13 Feb 2026 16:12:18.210      239.10564836    
13 Feb 2026 17:50:01.195    13 Feb 2026 17:51:39.009      97.814352962    
13 Feb 2026 19:30:46.696    13 Feb 2026 19:32:34.910      108.21351641    
13 Feb 2026 21:10:11.425    13 Feb 2026 21:14:08.750      237.32511807    
14 Feb 2026 16:00:26.576    14 Feb 2026 16:04:17.796      231.21932490    
14 Feb 2026 17:42:31.167    14 Feb 2026 17:43:27.596      56.429114565    
14 Feb 2026 19:22:37.500    14 Feb 2026 19:25:01.096      143.59679172    
